"x"
3.3203600828884
56.8998549166455
386.816854147454
372.260931215872
433.250797071126
783.662560003424
802.444987709352
560.748787727225
591.08423365224
691.690753941263
1068.07800067673
1073.84062267655
1080.83581486802
1027.88219884471
901.539424670398
1102.76999909202
978.894206228693
709.792436221869
910.12965025646
927.682886025674
962.790746786308
1148.98268945802
1119.24672710995
1095.5692504719
1057.66557589881
920.561616701897
1014.53789060314
965.867599060909
816.703405958832
919.516178134103
862.497507811121
778.039119823439
844.457011674828
868.042801734186
869.756850390162
856.283398276982
835.469506452834
775.586430148105
733.92637842282
698.9133848375
624.050398658247
725.842562067966
620.438451294804
1208.52899164946
1240.06344217651
836.886597365641
791.310789135467
780.361536348037
1045.22173704997
1028.26205236694
1066.02025618001
