"25","75","125","175","225","275","325","375","425","475","525","575","625","675","725","775","825","875","925","975","1025","1075","1125","1175","1225","1275","1325","1375","1425","1475","1525","1575","1625","1675","1725","1775","1825","1875","1925","1975","2025","2075","2125","2175","2225","2275","2325","2375","2425","2475","2525","2575","2625","2675","2725","2775","2825","2875","2925","2975","3025","3075","3125","3175","3225","3275","3325","3375","3425","3475","3525","3575","3625","3675","3725","3775","3825","3875","3925","3975"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,4,4,10,6,14,13,16,12,18,16,20,17,25,22,15,10,9,11,7,8,8,3,4,4,5,4,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
